Title: The Influential Effect of Blending, Bump, Changing 
       Period, and Eclipsing Cepheids on the Leavitt Law  
Authors: Garcia-Varela A., Munoz J.R., Sabogal B.E., 
         Vargas Dominguez S., Martinez J.
Table: Bi-dimensional classification of OGLE-II Magellanic Clouds Cepheids
================================================================================
Byte-by-byte Description of file: datafile2.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label   Explanations
--------------------------------------------------------------------------------
   1-  2 I2     h      RAh     Hour of Right Ascension (J2000)
   4-  5 I2     min    RAm     Minute of Right Ascension (J2000)
   7- 11 F5.2   s      RAs     Second of Right Ascension (J2000)
  13- 13 A1     ---    DE-     Sign of the Declination (J2000)
  14- 15 I2     deg    DEd     Degree of Declination (J2000)
  17- 18 I2     arcmin DEm     Arcminude of Declination (J2000)
  20- 23 F4.1   arcsec DEs     Arcsecond of Declination (J2000)
  25- 32 A8     ---    OGLE    THe OGLE-II field (1)
  34- 39 I6     ---    ID      THe OGLE-II identifier
  41- 48 F8.5   d      Period  Period 
  50- 52 A3     ---    Class   The bi-dimensional class (2)
--------------------------------------------------------------------------------
Note (1): These data were reported for the LMC by 
          Udalski et al. (1999a) [1999AcA....49..223U], and for the SMC by 
          Udalski et al. (1999b) [1999AcA....49..437U].
Note (2): An appended "i" identifies the influential Cepheids.
--------------------------------------------------------------------------------
00 57 40.32 -72 55 15.8 SMC-SC8   11456  4.41226 B1 
00 57 40.35 -72 32 43.6 SMC-SC8   34991  4.98517 B1 
00 57 42.44 -72 45 55.3 SMC-SC8   22445  1.74936 B2 
00 57 44.27 -72 29 26.1 SMC-SC8   38877  1.36587 B3 
00 57 44.39 -73 05 22.9 SMC-SC8      52  1.77563 B3 
00 57 44.46 -72 46 15.8 SMC-SC8   22437  1.45389 B2 
00 57 44.84 -72 16 24.2 SMC-SC8   52808 12.6243  C1i
00 57 49.79 -72 12 40.5 SMC-SC8   56339  6.69184 A1 
00 57 50.21 -72 47 46.7 SMC-SC8   18868  4.56166 B1 
00 57 51.28 -72 24 22.6 SMC-SC8   46102  1.93799 B2 
00 57 53.39 -72 24 45.6 SMC-SC8   46067 33.0497  B1i
00 57 55.64 -73 05 12.4 SMC-SC8     136  1.55141 B2 
00 57 56.82 -72 27 47.7 SMC-SC8   42488  2.51916 B1 
00 57 57.79 -72 25 50.4 SMC-SC8   42513  1.79638 B2i
00 57 59.28 -72 14 05.3 SMC-SC8   56324  3.55247 B1 
00 58 01.21 -72 48 17.0 SMC-SC8   18969  1.52599 B3i
00 58 01.37 -72 17 05.0 SMC-SC8   52849  1.65693 B1i
00 58 02.41 -72 42 09.7 SMC-SC8   26393  1.80677 B2 
00 58 02.74 -72 40 22.4 SMC-SC8   26296  4.76961 B1 
00 58 04.39 -73 01 01.5 SMC-SC8    3911  1.53224 B2 
00 58 04.80 -72 59 45.1 SMC-SC8    7605  2.81299 B2 
00 58 07.70 -72 57 54.9 SMC-SC8    7628  1.60207 B2 
00 58 10.70 -72 14 17.9 SMC-SC8   56389  1.55367 B2 
00 58 11.47 -72 56 36.6 SMC-SC8   69551  1.77744 B2 
00 58 16.64 -72 24 01.0 SMC-SC8  101086  1.2232  B2 
00 58 21.87 -72 17 17.7 SMC-SC8  107264  8.62738 A1 
00 58 23.29 -72 54 24.4 SMC-SC8   69479  7.50052 C1 
00 58 26.54 -72 42 48.9 SMC-SC8   83189  1.39719 B2 
00 58 28.86 -72 19 57.3 SMC-SC8  104160  7.93527 C1 
00 58 28.92 -72 35 48.8 SMC-SC8   90993  2.1076  B1 
00 58 28.98 -72 26 39.3 SMC-SC8   97880  4.28936 B1 
00 58 29.39 -72 58 31.9 SMC-SC8   66190  1.32766 B2 
00 58 30.43 -72 32 33.5 SMC-SC8   91029  1.86002 B2 
00 58 30.99 -72 27 02.2 SMC-SC8   97862 14.7146  C1i
00 58 31.31 -72 47 01.2 SMC-SC8   76185  1.88747 B2 
00 58 32.58 -72 17 47.9 SMC-SC8  107292  2.33226 B1 
00 58 33.30 -73 05 19.6 SMC-SC8   59306  1.72672 C1 
00 58 35.13 -72 58 25.2 SMC-SC8   66192  1.58862 B2 
00 58 38.84 -72 13 27.1 SMC-SC8  110269  1.6366  B2 
00 58 39.50 -72 53 47.5 SMC-SC8   69627  1.6804  B2 
00 58 41.53 -72 22 46.6 SMC-SC8  101006  4.87674 B1 
00 58 46.01 -73 03 33.7 SMC-SC8   62753  3.05654 B1 
00 58 46.09 -73 05 03.9 SMC-SC8   59382  1.11731 B2 
00 58 46.63 -72 55 04.1 SMC-SC8   69494  2.66715 B1 
00 58 48.72 -72 53 07.4 SMC-SC8   72906  6.80999 C1 
00 58 49.15 -72 41 04.0 SMC-SC8   83110  3.74974 B1 
00 58 50.67 -73 05 21.4 SMC-SC8   59377  1.34359 B2 
00 58 54.02 -73 03 37.3 SMC-SC8   62777  2.41448 B1 
00 58 55.14 -72 33 06.8 SMC-SC8   90960 38.0737  B1i
00 58 56.78 -72 56 28.0 SMC-SC8   69485  3.21415 B2 
00 58 59.51 -72 42 56.0 SMC-SC8  136029  1.34622 B2 
00 59 00.48 -73 06 08.1 SMC-SC8  113100  3.96293 B1 
00 59 04.81 -72 57 07.7 SMC-SC8  122825  1.4713  B2 
00 59 10.97 -73 01 59.7 SMC-SC8  116201  8.68274 C1 
00 59 12.79 -72 34 52.6 SMC-SC8  142995  1.09194 B2 
00 59 12.99 -72 49 00.4 SMC-SC8  129165  2.9115  B1 
00 59 14.86 -73 05 02.3 SMC-SC8  113219  1.10687 B2 
00 59 15.15 -72 25 49.0 SMC-SC8  148912  1.49178 B2i
00 59 18.52 -72 51 20.0 SMC-SC8  125941  8.87228 C1i
00 59 19.15 -72 58 18.6 SMC-SC8  119495  2.16101 B1 
00 59 20.38 -72 18 49.1 SMC-SC8  155062  1.22898 B2 
00 59 21.05 -73 03 54.1 SMC-SC8  116206  3.73334 B3 
00 59 22.70 -72 16 48.0 SMC-SC8  157870  2.01866 B1 
00 59 23.97 -72 36 53.2 SMC-SC8  139531  1.67514 B1 
00 59 24.36 -72 52 32.9 SMC-SC8  126033  1.88434 B2 
00 59 28.41 -72 38 20.2 SMC-SC8  139427  3.86066 B1 
00 59 29.54 -72 51 23.9 SMC-SC8  125993  4.07921 B2 
00 59 29.62 -72 55 48.5 SMC-SC8  122854  1.65836 B2 
00 59 30.24 -72 38 55.8 SMC-SC8  139471  1.7964  B2 
00 59 31.39 -72 54 49.5 SMC-SC8  122804  3.91436 B2 
00 59 31.52 -72 39 57.6 SMC-SC8  136024  2.03811 B1 
00 59 35.60 -72 33 56.4 SMC-SC8  142809  1.59551 B2i
00 59 35.75 -73 04 53.7 SMC-SC8  113222  1.40778 B2 
00 59 37.17 -72 33 05.1 SMC-SC8  142783  3.66612 B1i
00 59 40.35 -72 24 58.3 SMC-SC8  151902  2.9345  B2 
00 59 41.80 -72 47 32.3 SMC-SC8  129216  2.27956 B1 
00 59 42.70 -72 14 49.6 SMC-SC8  157848  5.46944 B1 
00 59 44.06 -72 29 09.0 SMC-SC8  146015  1.62505 B2 
00 59 47.04 -72 45 51.2 SMC-SC8  183241  7.75468 B2 
00 59 48.70 -73 03 11.5 SMC-SC8  166910  1.21368 B2 
00 59 49.53 -72 51 50.5 SMC-SC8  176775  7.95057 C1i
00 59 51.23 -72 12 13.7 SMC-SC8  209997  2.89052 B2 
00 59 51.44 -73 06 54.1 SMC-SC8  163532  1.25784 B2i
00 59 51.86 -72 42 06.4 SMC-SC8  186710  1.54028 B2 
00 59 52.06 -72 17 13.0 SMC-SC8  207589  1.02656 B2 
00 59 53.26 -72 38 24.8 SMC-SC8  189799  3.13166 B1 
00 59 53.73 -72 30 40.0 SMC-SC8  195853  2.0023  B1 
00 59 54.33 -72 55 29.3 SMC-SC8  173638  1.48318 B2 
00 59 55.75 -72 43 20.9 SMC-SC8  183308  2.54068 B2i
00 59 56.21 -72 22 17.8 SMC-SC8  201506  5.37653 B1 
00 59 56.37 -72 55 23.3 SMC-SC8  173577  3.05135 B1 
00 59 56.83 -72 57 28.2 SMC-SC8  170284  1.66759 B2 
00 59 59.17 -72 56 08.3 SMC-SC8  173550  3.62769 B1 
01 00 03.17 -72 57 57.8 SMC-SC8  170150  5.45911 B1 
01 00 04.55 -72 47 35.8 SMC-SC8  179972  2.04237 B1 
01 00 05.33 -72 56 41.2 SMC-SC8  173567  3.24484 B1 
01 00 07.90 -72 17 46.3 SMC-SC8  207486  1.4271  B2 
01 00 08.11 -72 59 10.7 SMC-SC8  170168  2.89489 B2 
01 00 09.54 -72 13 46.5 SMC-SC8  209958  3.99975 B1 
01 00 11.02 -72 28 35.6 SMC-SC8  198601  1.55718 B2 
01 00 11.23 -72 55 17.3 SMC-SC8  173581  2.91825 B1 
01 00 11.49 -72 33 05.5 SMC-SC8  192991  1.5159  B2 
01 00 12.07 -72 30 51.6 SMC-SC8  195849  1.51656 B2 
01 00 16.54 -72 38 27.6 SMC-SC8  189798  2.91019 B1 
01 00 18.92 -72 13 15.4 SMC-SC8  210032  2.00804 B2 
01 00 19.56 -72 13 23.3 SMC-SC8  209989  2.7141  B1 
01 00 19.78 -72 38 37.5 SMC-SC8  189776  4.29065 B1 
01 00 21.11 -72 32 30.6 SMC-SC8  193001  1.4672  B2 
01 00 22.60 -72 50 50.7 SMC-SC8  176830  2.31846 B2 
01 00 22.62 -72 50 50.7 SMC-SC9    6787  2.31851 B2 
01 00 25.75 -72 13 29.6 SMC-SC8  209987  2.78808 B1 
01 00 25.75 -72 13 29.6 SMC-SC9   41798  2.78832 B1 
01 00 26.89 -72 42 34.8 SMC-SC9   16962  1.6206  B2i
01 00 26.90 -72 42 34.8 SMC-SC8  186699  1.62069 B2 
01 00 27.66 -72 58 08.8 SMC-SC8  170177  2.32781 B1 
01 00 33.53 -72 47 20.6 SMC-SC9   10071 16.2543  C1i
01 00 36.16 -72 15 10.1 SMC-SC9   39079  1.50171 B2 
01 00 37.52 -72 11 43.7 SMC-SC9   41879  1.50363 B2 
01 00 39.15 -72 36 10.3 SMC-SC9   21183  1.16321 B2 
01 00 39.91 -72 44 02.3 SMC-SC9   13331  2.86698 B1 
01 00 42.17 -72 49 40.5 SMC-SC9   10086  2.97317 B1i
01 00 43.50 -72 33 29.0 SMC-SC9   24426  1.11511 B2 
01 00 43.55 -72 09 33.1 SMC-SC9   44848  1.67208 B1 
01 00 43.80 -72 50 05.2 SMC-SC9   10082  3.16113 B2 
01 00 45.38 -72 45 33.2 SMC-SC9   13347  2.35859 B1 
01 00 47.47 -72 20 44.8 SMC-SC9   36064  1.83355 B1 
01 00 48.62 -72 24 54.9 SMC-SC9   33015  1.3888  B2 
01 00 52.47 -72 07 15.3 SMC-SC9   47487  1.55723 B2 
01 01 02.07 -72 56 54.7 SMC-SC9    3429  1.24795 B2 
01 01 02.74 -72 11 53.7 SMC-SC9   41741 27.0765  C1i
01 01 02.74 -72 14 34.4 SMC-SC9   41777  1.91813 B2 
01 01 04.65 -72 41 48.8 SMC-SC9   16926  5.7493  C1 
01 01 08.09 -72 53 36.2 SMC-SC9   55793  4.32175 B2 
01 01 11.69 -72 09 39.4 SMC-SC9   89402  2.17277 B1 
01 01 17.32 -72 14 58.2 SMC-SC9   84179  6.11202 B2 
01 01 19.04 -72 47 32.1 SMC-SC9   58841  5.09933 B1 
01 01 24.02 -72 06 59.3 SMC-SC9   91903  1.31769 B2 
01 01 24.28 -72 17 42.2 SMC-SC9   84225  1.2758  B2 
01 01 24.69 -72 27 22.8 SMC-SC9   76164  1.62653 B2 
01 01 28.81 -72 18 16.5 SMC-SC9   84165  3.72485 B2 
01 01 31.96 -72 19 20.0 SMC-SC9   81599  2.86115 B1 
01 01 32.52 -72 50 54.7 SMC-SC9   55830  1.88773 B2 
01 01 35.65 -72 45 08.9 SMC-SC9   61715  1.44487 B2 
01 01 42.51 -72 55 13.0 SMC-SC9   52948  3.14643 B1 
01 01 45.46 -72 45 08.9 SMC-SC9   61716  1.39003 B2 
01 01 47.17 -72 29 09.9 SMC-SC9   73199 12.9378  C1i
01 01 47.97 -72 16 37.7 SMC-SC9   84196  2.68315 A2 
01 01 49.54 -72 05 44.7 SMC-SC9   91844 49.723   B1i
01 01 49.84 -72 29 55.5 SMC-SC9   73218  3.34991 B1 
01 01 52.82 -72 56 16.2 SMC-SC9   52979  1.75865 B2 
01 01 57.95 -72 11 48.9 SMC-SC9  129534 18.1131  C1i
01 02 00.96 -72 32 40.0 SMC-SC9  114314  1.57715 B1 
01 02 01.55 -72 58 58.1 SMC-SC9   94288  1.71434 B2 
01 02 02.08 -72 59 51.9 SMC-SC9   94270  1.38753 B2 
01 02 07.98 -72 48 27.8 SMC-SC9  102485  2.22568 B1 
01 02 09.30 -72 07 38.7 SMC-SC9  134276  1.52955 B2 
01 02 10.83 -72 47 01.6 SMC-SC9  102475  2.80227 B1 
01 02 14.91 -73 00 14.4 SMC-SC9   94263  1.6209  B2 
01 02 17.59 -72 59 48.6 SMC-SC9   94240  2.15601 B2 
01 02 18.15 -72 56 38.0 SMC-SC9   96989  1.32289 B2 
01 02 23.01 -73 00 30.6 SMC-SC9   94336  3.32782 B1 
01 02 28.36 -72 55 39.1 SMC-SC9   97015  1.45479 B2i
01 02 37.40 -72 05 06.6 SMC-SC9  134229  7.4169  C1 
01 02 41.78 -72 17 10.5 SMC-SC9  168347  3.3556  B1 
01 02 42.22 -72 23 58.4 SMC-SC9  163578  5.09339 B2 
01 02 43.04 -72 59 19.7 SMC-SC9  136472  2.69427 B2 
01 02 46.74 -72 05 54.0 SMC-SC9  175450  1.60384 B2 
01 02 50.33 -72 13 26.7 SMC-SC9  170787  5.04953 B1 
01 02 54.33 -72 58 48.9 SMC-SC9  136523  1.77126 B2 
01 02 55.40 -72 12 34.0 SMC-SC9  170780  9.087   C1i
01 03 01.54 -72 46 19.2 SMC-SC9  146932  6.91151 B2 
01 03 03.37 -72 48 19.5 SMC-SC9  144126  3.20611 B1 
01 03 08.52 -72 42 24.3 SMC-SC9  149726  2.973   B1 
01 03 08.98 -72 11 43.5 SMC-SC9  170824  2.56627 B1 
01 03 11.06 -72 55 45.2 SMC-SC9  138915  3.97143 B1 
01 03 15.44 -72 56 37.4 SMC-SC9  138908  2.64466 B2 
01 03 17.30 -72 47 49.9 SMC-SC10   3050  3.09984 B3 
01 03 17.31 -72 47 49.9 SMC-SC9  144129  3.09889 B3 
01 03 17.71 -72 33 03.9 SMC-SC9  155855 17.1986  B1i
01 03 17.72 -72 33 04.0 SMC-SC10  14708 17.2154  C1i
01 03 20.75 -72 48 56.3 SMC-SC10   3043  2.90524 B2 
01 03 20.76 -72 48 56.3 SMC-SC9  144123  2.90522 B2 
01 03 23.36 -72 06 28.6 SMC-SC9  175366  2.67828 B2 
01 03 23.36 -72 06 28.7 SMC-SC10  33952  2.67833 B2 
01 03 24.88 -72 57 07.4 SMC-SC9  138937  2.27794 B2 
01 03 28.01 -72 46 14.2 SMC-SC10   3056  3.59133 B2 
01 03 28.02 -72 46 14.2 SMC-SC9  146940  3.59175 B2 
01 03 30.48 -72 51 08.6 SMC-SC10     19  5.0846  B1 
01 03 36.43 -72 38 58.5 SMC-SC10   8959  2.46552 B2 
01 03 38.79 -72 44 05.0 SMC-SC10   6073  1.54915 B2 
01 03 43.12 -72 09 20.0 SMC-SC10  31257  1.73875 B1 
01 03 43.58 -72 20 29.5 SMC-SC10  24434  2.84099 B1 
01 03 52.27 -72 09 13.4 SMC-SC10  31181  4.27761 B1 
01 03 52.43 -72 05 27.6 SMC-SC10  34080  1.66085 B2 
01 03 53.92 -72 35 00.3 SMC-SC10  14716  4.68525 B2 
01 03 54.66 -71 58 23.3 SMC-SC10  39763  3.39807 B1 
01 03 55.70 -72 46 32.6 SMC-SC10   3100  1.78745 B2 
01 03 57.28 -72 44 08.0 SMC-SC10   6018  3.69837 B1 
01 03 59.66 -72 40 39.6 SMC-SC10   8931  2.9375  B1 
01 04 00.36 -72 13 59.2 SMC-SC10  28909 16.6947  C1i
01 04 02.93 -72 05 50.8 SMC-SC10  33964  2.56395 B1 
01 04 03.26 -72 14 47.4 SMC-SC10  26683  1.87676 B2 
01 04 03.32 -72 38 15.6 SMC-SC10  52252  1.52285 B2 
01 04 07.14 -72 19 50.0 SMC-SC10  63704 10.3464  A2i
01 04 09.06 -72 29 39.2 SMC-SC10  57250  5.319   B1 
01 04 11.72 -72 15 59.3 SMC-SC10  65743  2.08877 B1 
01 04 13.83 -72 46 45.2 SMC-SC10  44281  4.18851 B1 
01 04 19.41 -72 24 13.6 SMC-SC10  61618  1.61376 B2 
01 04 19.98 -72 50 13.0 SMC-SC10  41744  1.84743 B1 
01 04 20.33 -72 43 45.0 SMC-SC10  47179  1.21124 B1 
01 04 24.77 -72 00 33.8 SMC-SC10  74853 29.0954  C1i
01 04 30.17 -72 13 45.9 SMC-SC10  68323  4.26994 B1 
01 04 30.32 -72 30 24.8 SMC-SC10  57272  2.52425 B1 
01 04 31.55 -72 37 08.5 SMC-SC10  52269  2.35633 B1 
01 04 31.85 -72 40 17.9 SMC-SC10  49729  2.82543 B1 
01 04 35.80 -72 19 19.4 SMC-SC10  63705  6.35851 C1 
01 04 37.55 -72 49 32.9 SMC-SC10  41693  1.69318 B2 
01 04 40.04 -72 19 10.2 SMC-SC10  63716  3.35208 B1 
01 04 44.03 -72 20 46.9 SMC-SC10  63732  2.89299 B2 
01 04 59.24 -72 24 57.3 SMC-SC10  94581  3.35455 B2 
01 05 02.17 -72 42 43.7 SMC-SC10  83615  1.32096 B2 
01 05 03.48 -72 20 37.1 SMC-SC10  98650  2.72258 B1 
01 05 03.87 -72 51 52.3 SMC-SC10  78690  1.47799 B2 
01 05 08.35 -72 21 36.7 SMC-SC10  96631  5.46211 A2 
01 05 09.04 -72 40 07.3 SMC-SC10  85872  6.29654 C1 
01 05 10.07 -72 49 22.0 SMC-SC10  81085  3.00843 B1 
01 05 16.87 -71 56 56.2 SMC-SC10 110513  1.3109  B2 
01 05 17.90 -72 02 43.4 SMC-SC10 108101  3.12498 B1 
01 05 19.99 -72 41 16.6 SMC-SC10  85886  2.81537 B2 
01 05 20.22 -72 02 12.3 SMC-SC10 108122  3.22932 B1 
01 05 22.52 -72 02 08.8 SMC-SC10 108123  2.40357 B1 
01 05 25.00 -72 14 50.5 SMC-SC10 100565  4.21319 B1 
01 05 28.02 -72 40 37.9 SMC-SC10  85934  1.39823 B2 
01 05 30.59 -72 23 55.7 SMC-SC10  96621  3.19789 B1 
01 05 34.06 -72 42 28.0 SMC-SC10  83554  2.78695 B2 
01 05 34.85 -72 07 21.6 SMC-SC10 104288  3.50452 B2 
01 05 35.43 -72 46 12.2 SMC-SC10  81187  1.61173 B2 
01 05 43.23 -72 11 15.4 SMC-SC10 134469  2.88409 B1 
01 05 49.83 -72 23 51.9 SMC-SC10 128804  1.25878 B2i
01 05 53.54 -72 50 40.4 SMC-SC10 112270 14.2374  C1i
01 05 55.85 -72 26 22.5 SMC-SC10 126765  4.96757 B1i
01 05 56.29 -72 47 55.4 SMC-SC10 114515  1.40053 B2 
01 06 00.70 -72 26 53.7 SMC-SC10 126820  1.64219 B1 
01 06 02.46 -72 35 12.3 SMC-SC10 122835  1.89877 B2 
01 06 08.95 -72 30 51.9 SMC-SC10 124845  1.50712 B2 
01 06 22.77 -72 31 54.8 SMC-SC11  19680  1.50181 B2 
01 06 22.78 -72 31 54.8 SMC-SC10 122906  1.50178 B3 
01 06 28.42 -72 54 10.0 SMC-SC11   5091  1.35186 B2 
01 06 31.11 -72 39 46.0 SMC-SC11  13294  7.38993 A2 
01 06 31.66 -73 00 53.8 SMC-SC11   1738  1.75604 B2 
01 06 33.29 -72 12 09.7 SMC-SC11  30161  1.62951 B1i
01 06 35.02 -72 57 01.5 SMC-SC11   5052  1.52672 B2 
01 06 35.29 -72 58 46.3 SMC-SC11   3338  2.26162 B1 
01 06 45.18 -73 04 06.7 SMC-SC11   1668  2.591   B2 
01 06 46.59 -72 17 16.5 SMC-SC11  28080  2.98258 B1 
01 06 49.71 -72 29 29.9 SMC-SC11  19632  4.34262 B1 
01 06 49.93 -72 29 53.7 SMC-SC11  19667  2.05547 B1 
01 06 53.22 -72 35 04.0 SMC-SC11  17551  3.09933 B1 
01 06 56.39 -72 18 04.4 SMC-SC11  28075  5.24859 B1 
01 06 59.03 -73 02 10.1 SMC-SC11  33815  4.74242 B1 
01 06 59.42 -72 13 58.1 SMC-SC11  30145  1.97947 B2 
01 07 03.36 -72 59 06.2 SMC-SC11  35255  3.90824 B1 
01 07 04.81 -72 13 19.2 SMC-SC11  61530  1.39932 B1i
01 07 05.11 -72 31 10.0 SMC-SC11  51011  1.83023 B2 
01 07 05.57 -72 38 01.1 SMC-SC11  46557  2.93693 B1 
01 07 16.47 -72 26 12.2 SMC-SC11  53249  3.80244 B1 
01 07 19.87 -72 35 42.6 SMC-SC11  48814  3.51574 B1 
01 07 21.61 -72 38 58.1 SMC-SC11  46555  6.58745 B1 
01 07 23.69 -72 13 31.8 SMC-SC11  61526  2.45914 B1 
01 07 23.71 -73 05 24.5 SMC-SC11  32111  2.79449 B1 
01 07 24.23 -72 29 38.2 SMC-SC11  50956  5.91124 C1 
01 07 24.23 -72 42 41.2 SMC-SC11  44539  2.61339 B1 
01 07 24.78 -72 31 20.1 SMC-SC11  50944  6.11168 C1 
01 07 25.42 -73 02 27.9 SMC-SC11  33889  1.22268 B2i
01 07 27.46 -73 06 45.6 SMC-SC11  32136  1.93392 B1 
01 07 33.98 -72 43 18.7 SMC-SC11  42325 24.233   B2i
01 07 34.05 -73 07 14.3 SMC-SC11  32190  1.17536 B2 
01 07 34.73 -72 53 01.4 SMC-SC11  38517  1.27149 B2 
01 07 35.39 -72 43 43.6 SMC-SC11  42370  2.61807 B1 
01 07 36.16 -72 46 42.3 SMC-SC11  40376  1.65571 B2 
01 07 37.71 -72 48 07.5 SMC-SC11  40366  1.9428  B1 
01 07 38.57 -72 40 35.0 SMC-SC11  44712  1.21083 B2i
01 07 44.07 -72 19 21.7 SMC-SC11  57833  2.3089  B1 
01 07 51.50 -72 57 26.9 SMC-SC11  66500  1.63998 B2 
01 07 56.17 -72 22 10.0 SMC-SC11  87075  3.20045 B1 
01 07 56.70 -72 20 29.3 SMC-SC11  89112  3.07455 B1 
01 07 57.32 -72 42 55.2 SMC-SC11  77269  1.53324 B2 
01 07 57.35 -72 16 53.2 SMC-SC11  91963 10.1832  B1i
01 07 57.78 -72 49 10.4 SMC-SC11  73627  3.22563 B1 
01 08 07.31 -73 03 26.3 SMC-SC11  64962 12.5754  C1i
01 08 08.54 -72 23 16.9 SMC-SC11  87088  1.86342 B1 
01 08 09.90 -72 25 48.6 SMC-SC11  84842  5.45954 B2 
01 08 11.12 -73 00 29.8 SMC-SC11  66451  3.78902 B2 
01 08 11.15 -73 04 19.3 SMC-SC11  63550  1.86317 B2i
01 08 11.63 -72 31 17.8 SMC-SC11  82846 33.6824  B1i
01 08 15.23 -72 30 10.9 SMC-SC11  82847 30.0141  B1i
01 08 17.81 -72 44 17.8 SMC-SC11  75453  1.56745 B1 
01 08 18.48 -72 40 35.0 SMC-SC11  77238  3.04389 B1i
01 08 34.79 -72 36 02.0 SMC-SC11 107586  2.44969 B2 
01 08 36.61 -72 34 49.5 SMC-SC11 110292  2.87425 B1 
01 08 40.12 -72 35 25.6 SMC-SC11 110286  2.77764 B1 
01 08 44.13 -72 41 32.3 SMC-SC11 105935  3.71095 B1 
01 08 44.77 -72 53 40.1 SMC-SC11  99428  1.83184 B1 
01 08 49.58 -72 25 16.7 SMC-SC11 115511  3.00774 B1 
01 08 57.71 -72 51 04.8 SMC-SC11 100955  4.02759 B1 
01 09 04.87 -72 20 14.5 SMC-SC11 117272  9.15889 C1i
01 09 07.57 -72 55 05.3 SMC-SC11  99418  1.3959  B1i
01 09 11.19 -72 41 46.5 SMC-SC11 105958  1.28138 B2 
01 09 18.19 -73 01 42.2 SMC-SC11  96797  2.77885 B1 
05 00 03.54 -69 00 44.8 LMC-SC15  31540  2.88832 B2 
05 00 05.22 -69 31 37.4 LMC-SC15     10  4.34973 B1 
05 00 14.44 -68 54 32.5 LMC-SC15  35181  3.75013 B1 
05 00 19.24 -68 52 38.6 LMC-SC15  38601  3.50951 A1 
05 00 25.21 -68 46 14.3 LMC-SC15  45780  3.58788 B1 
05 00 29.32 -69 15 24.2 LMC-SC15  12701  5.32959 A1 
05 00 42.15 -68 41 49.7 LMC-SC15 106154  2.4741  B1 
05 00 44.70 -68 57 15.7 LMC-SC15  92639  3.42862 B2 
05 00 46.18 -69 04 54.6 LMC-SC15  81394  5.02656 B1 
05 00 48.43 -69 31 54.8 LMC-SC15  56087 13.62635 C1i
05 00 59.58 -69 25 20.0 LMC-SC15  62069  2.95859 B1 
05 01 20.03 -69 17 22.8 LMC-SC15 125710  3.81213 B1 
05 01 36.55 -68 59 48.9 LMC-SC15 145087  3.78858 B1 
05 01 41.63 -68 43 56.7 LMC-SC15 158906  4.5802  B1 
05 01 47.04 -68 41 40.1 LMC-SC15 161924  4.94406 B1 
05 01 52.03 -69 23 22.5 LMC-SC15 118594 10.41318 C1 
05 01 53.16 -69 13 52.5 LMC-SC15 129437  3.14851 B1 
05 01 54.66 -68 54 14.6 LMC-SC15 148920 20.70509 B1i
05 01 59.40 -69 05 19.4 LMC-SC15 193155  2.88446 B1 
05 02 01.04 -68 55 22.4 LMC-SC15 204548 12.1874  C1i
05 02 02.91 -68 43 35.7 LMC-SC15 214783  2.26298 B1 
05 02 05.97 -69 02 55.5 LMC-SC15 196999  2.92668 B1i
05 02 10.33 -69 32 23.8 LMC-SC15 167787 14.49096 C1i
05 02 12.59 -68 46 59.4 LMC-SC15 214750  3.26546 B1 
05 02 21.25 -69 13 17.3 LMC-SC15 185375 10.79456 C1i
05 02 22.37 -68 52 22.2 LMC-SC15 208019  2.68752 B1 
05 02 28.03 -69 12 41.4 LMC-SC15 185437  3.08076 B2 
05 02 33.79 -69 18 50.1 LMC-SC14  11554  4.99399 B1 
05 02 33.79 -69 18 50.1 LMC-SC15 181509  4.99509 B1 
05 02 36.60 -68 44 41.5 LMC-SC14  54419  2.57481 B1 
05 02 51.62 -68 47 05.4 LMC-SC14  50505 10.85126 C1i
05 02 52.84 -68 50 35.2 LMC-SC14  50506  3.07326 B2 
05 02 57.32 -68 41 43.3 LMC-SC14  57956  6.89372 C1 
05 02 59.86 -69 17 12.5 LMC-SC14  15873  3.09048 B1 
05 03 00.77 -69 26 39.3 LMC-SC14   3442  2.56084 B1 
05 03 09.17 -69 13 24.3 LMC-SC14  84259 17.52233 C1i
05 03 23.73 -69 00 03.3 LMC-SC14 100794 10.70792 B1i
05 03 25.14 -68 46 21.1 LMC-SC14 117525 12.63728 C1i
05 03 26.57 -69 08 56.4 LMC-SC14  88441 21.26254 C1i
05 03 38.03 -69 03 47.2 LMC-SC14  96614 12.19526 C1i
05 03 46.26 -68 52 36.5 LMC-SC14 109640 22.31242 C1i
05 03 49.59 -68 56 02.8 LMC-SC14 170002 25.80555 C1i
05 03 51.36 -68 52 59.2 LMC-SC14 174756  7.84219 C1 
05 03 57.35 -68 50 24.4 LMC-SC14 178619  9.71192 C1 
05 04 00.14 -68 38 54.9 LMC-SC14 189342  7.48374 A1 
05 04 05.29 -69 04 51.0 LMC-SC14 156632  5.77768 B1i
05 04 14.22 -69 06 11.7 LMC-SC14 156647  8.36401 C1i
05 04 15.56 -69 01 36.3 LMC-SC14 160625 17.21144 C1i
05 04 21.14 -68 43 43.0 LMC-SC14 182466 15.98098 C1i
05 04 25.26 -69 07 38.7 LMC-SC14 156720  3.02722 B2i
05 04 31.54 -69 13 51.0 LMC-SC14 216197  3.21159 B2 
