"field" "id" "period" "subtype" "type"
"953" "SMC-SC7" 172829 2.39674 "B1" "B"
"954" "SMC-SC7" 205912 6.84443 "B1" "B"
"955" "SMC-SC7" 185702 1.49531 "B2" "B"
"956" "SMC-SC7" 189793 1.43404 "B2" "B"
"957" "SMC-SC7" 185633 1.67924 "B2" "B"
"958" "SMC-SC7" 160442 5.36135 "A1" "A"
"959" "SMC-SC7" 164672 4.67224 "B1" "B"
"960" "SMC-SC7" 201689 3.48527 "B1" "B"
"961" "SMC-SC7" 177218 1.41443 "B2" "B"
"962" "SMC-SC7" 177183 3.63422 "B2" "B"
"963" "SMC-SC7" 189656 1.73804 "B3" "B"
"964" "SMC-SC7" 168740 2.9768 "B2" "B"
"965" "SMC-SC7" 197659 3.06827 "B1" "B"
"966" "SMC-SC7" 172849 3.93464 "B1" "B"
"967" "SMC-SC7" 201680 2.314 "B2" "B"
"968" "SMC-SC7" 193786 2.00333 "B2" "B"
"969" "SMC-SC7" 197637 3.6056 "B1" "B"
"970" "SMC-SC7" 185683 2.2346 "B2" "B"
"971" "SMC-SC7" 217999 1.47214 "B2" "B"
"972" "SMC-SC7" 251730 1.59821 "B2" "B"
"973" "SMC-SC7" 236081 2.5122 "B2" "B"
"974" "SMC-SC7" 217829 5.17192 "B2" "B"
"975" "SMC-SC7" 236063 3.77613 "B1" "B"
"976" "SMC-SC7" 240083 10.757 "C1" "C"
"977" "SMC-SC7" 243942 2.02959 "B2" "B"
"978" "SMC-SC7" 263184 1.37877 "B2" "B"
"979" "SMC-SC7" 211234 1.53909 "B2" "B"
"980" "SMC-SC7" 217985 1.94458 "B2" "B"
"981" "SMC-SC7" 247708 5.67861 "C1" "C"
"982" "SMC-SC7" 251741 1.77782 "B1" "B"
"983" "SMC-SC7" 221282 1.86095 "B1" "B"
"984" "SMC-SC7" 255575 3.82554 "B1" "B"
"985" "SMC-SC7" 224683 6.37184 "C1" "C"
"986" "SMC-SC7" 232317 1.52583 "B2" "B"
"987" "SMC-SC7" 236366 1.14305 "C1" "C"
"988" "SMC-SC7" 228372 1.5198 "B2" "B"
"989" "SMC-SC7" 224782 1.08946 "B2" "B"
"990" "SMC-SC8" 139 1.08948 "B2" "B"
"991" "SMC-SC7" 228278 3.71822 "B1" "B"
"992" "SMC-SC8" 3751 3.71765 "B2" "B"
"993" "SMC-SC7" 259491 2.24218 "B1" "B"
"994" "SMC-SC8" 35110 2.24219 "B1" "B"
"995" "SMC-SC7" 224758 1.50098 "B2" "B"
"996" "SMC-SC8" 118 1.50099 "B2" "B"
"997" "SMC-SC7" 217862 3.37165 "B2" "B"
"998" "SMC-SC7" 224699 2.14465 "B1" "B"
"999" "SMC-SC8" 42 2.1446 "B1" "B"
"1000" "SMC-SC7" 247728 2.32072 "B1" "B"
"1001" "SMC-SC7" 263129 1.4929 "B2" "B"
"1002" "SMC-SC8" 38862 1.49288 "B2" "B"
"1003" "SMC-SC7" 247700 6.06983 "C1" "C"
"1004" "SMC-SC8" 22366 6.06943 "C1" "C"
"1005" "SMC-SC7" 217946 1.42564 "B2" "B"
"1006" "SMC-SC7" 232190 4.89881 "B1" "B"
"1007" "SMC-SC8" 7594 4.89881 "B1" "B"
"1008" "SMC-SC8" 26294 3.97394 "B2" "B"
"1009" "SMC-SC8" 11456 4.41226 "B1" "B"
"1010" "SMC-SC8" 34991 4.98517 "B1" "B"
"1011" "SMC-SC8" 22445 1.74936 "B2" "B"
"1012" "SMC-SC8" 38877 1.36587 "B3" "B"
"1013" "SMC-SC8" 52 1.77563 "B3" "B"
"1014" "SMC-SC8" 22437 1.45389 "B2" "B"
"1015" "SMC-SC8" 52808 12.6243 "C1" "C"
"1016" "SMC-SC8" 56339 6.69184 "A1" "A"
"1017" "SMC-SC8" 18868 4.56166 "B1" "B"
"1018" "SMC-SC8" 46102 1.93799 "B2" "B"
"1019" "SMC-SC8" 46067 33.0497 "B1" "B"
"1020" "SMC-SC8" 136 1.55141 "B2" "B"
"1021" "SMC-SC8" 42488 2.51916 "B1" "B"
"1022" "SMC-SC8" 42513 1.79638 "B2" "B"
"1023" "SMC-SC8" 56324 3.55247 "B1" "B"
"1024" "SMC-SC8" 18969 1.52599 "B3" "B"
"1025" "SMC-SC8" 52849 1.65693 "B1" "B"
"1026" "SMC-SC8" 26393 1.80677 "B2" "B"
"1027" "SMC-SC8" 26296 4.76961 "B1" "B"
"1028" "SMC-SC8" 3911 1.53224 "B2" "B"
"1029" "SMC-SC8" 7605 2.81299 "B2" "B"
"1030" "SMC-SC8" 7628 1.60207 "B2" "B"
"1031" "SMC-SC8" 56389 1.55367 "B2" "B"
"1032" "SMC-SC8" 69551 1.77744 "B2" "B"
"1033" "SMC-SC8" 101086 1.2232 "B2" "B"
"1034" "SMC-SC8" 107264 8.62738 "A1" "A"
"1035" "SMC-SC8" 69479 7.50052 "C1" "C"
"1036" "SMC-SC8" 83189 1.39719 "B2" "B"
"1037" "SMC-SC8" 104160 7.93527 "C1" "C"
"1038" "SMC-SC8" 90993 2.1076 "B1" "B"
"1039" "SMC-SC8" 97880 4.28936 "B1" "B"
"1040" "SMC-SC8" 66190 1.32766 "B2" "B"
"1041" "SMC-SC8" 91029 1.86002 "B2" "B"
"1042" "SMC-SC8" 97862 14.7146 "C1" "C"
"1043" "SMC-SC8" 76185 1.88747 "B2" "B"
"1044" "SMC-SC8" 107292 2.33226 "B1" "B"
"1045" "SMC-SC8" 59306 1.72672 "C1" "C"
"1046" "SMC-SC8" 66192 1.58862 "B2" "B"
"1047" "SMC-SC8" 110269 1.6366 "B2" "B"
"1048" "SMC-SC8" 69627 1.6804 "B2" "B"
"1049" "SMC-SC8" 101006 4.87674 "B1" "B"
"1050" "SMC-SC8" 62753 3.05654 "B1" "B"
"1051" "SMC-SC8" 59382 1.11731 "B2" "B"
"1052" "SMC-SC8" 69494 2.66715 "B1" "B"
"1053" "SMC-SC8" 72906 6.80999 "C1" "C"
"1054" "SMC-SC8" 83110 3.74974 "B1" "B"
"1055" "SMC-SC8" 59377 1.34359 "B2" "B"
"1056" "SMC-SC8" 62777 2.41448 "B1" "B"
"1057" "SMC-SC8" 90960 38.0737 "B1" "B"
"1058" "SMC-SC8" 69485 3.21415 "B2" "B"
"1059" "SMC-SC8" 136029 1.34622 "B2" "B"
"1060" "SMC-SC8" 113100 3.96293 "B1" "B"
"1061" "SMC-SC8" 122825 1.4713 "B2" "B"
"1062" "SMC-SC8" 116201 8.68274 "C1" "C"
"1063" "SMC-SC8" 142995 1.09194 "B2" "B"
"1064" "SMC-SC8" 129165 2.9115 "B1" "B"
"1065" "SMC-SC8" 113219 1.10687 "B2" "B"
"1066" "SMC-SC8" 148912 1.49178 "B2" "B"
"1067" "SMC-SC8" 125941 8.87228 "C1" "C"
"1068" "SMC-SC8" 119495 2.16101 "B1" "B"
"1069" "SMC-SC8" 155062 1.22898 "B2" "B"
"1070" "SMC-SC8" 116206 3.73334 "B3" "B"
"1071" "SMC-SC8" 157870 2.01866 "B1" "B"
"1072" "SMC-SC8" 139531 1.67514 "B1" "B"
"1073" "SMC-SC8" 126033 1.88434 "B2" "B"
"1074" "SMC-SC8" 139427 3.86066 "B1" "B"
"1075" "SMC-SC8" 125993 4.07921 "B2" "B"
"1076" "SMC-SC8" 122854 1.65836 "B2" "B"
"1077" "SMC-SC8" 139471 1.7964 "B2" "B"
"1078" "SMC-SC8" 122804 3.91436 "B2" "B"
"1079" "SMC-SC8" 136024 2.03811 "B1" "B"
"1080" "SMC-SC8" 142809 1.59551 "B2" "B"
"1081" "SMC-SC8" 113222 1.40778 "B2" "B"
"1082" "SMC-SC8" 142783 3.66612 "B1" "B"
"1083" "SMC-SC8" 151902 2.9345 "B2" "B"
"1084" "SMC-SC8" 129216 2.27956 "B1" "B"
"1085" "SMC-SC8" 157848 5.46944 "B1" "B"
"1086" "SMC-SC8" 146015 1.62505 "B2" "B"
"1087" "SMC-SC8" 183241 7.75468 "B2" "B"
"1088" "SMC-SC8" 166910 1.21368 "B2" "B"
"1089" "SMC-SC8" 176775 7.95057 "C1" "C"
"1090" "SMC-SC8" 209997 2.89052 "B2" "B"
"1091" "SMC-SC8" 163532 1.25784 "B2" "B"
"1092" "SMC-SC8" 186710 1.54028 "B2" "B"
"1093" "SMC-SC8" 207589 1.02656 "B2" "B"
"1094" "SMC-SC8" 189799 3.13166 "B1" "B"
"1095" "SMC-SC8" 195853 2.0023 "B1" "B"
"1096" "SMC-SC8" 173638 1.48318 "B2" "B"
"1097" "SMC-SC8" 183308 2.54068 "B2" "B"
"1098" "SMC-SC8" 201506 5.37653 "B1" "B"
"1099" "SMC-SC8" 173577 3.05135 "B1" "B"
"1100" "SMC-SC8" 170284 1.66759 "B2" "B"
"1101" "SMC-SC8" 173550 3.62769 "B1" "B"
"1102" "SMC-SC8" 170150 5.45911 "B1" "B"
"1103" "SMC-SC8" 179972 2.04237 "B1" "B"
"1104" "SMC-SC8" 173567 3.24484 "B1" "B"
"1105" "SMC-SC8" 207486 1.4271 "B2" "B"
"1106" "SMC-SC8" 170168 2.89489 "B2" "B"
"1107" "SMC-SC8" 209958 3.99975 "B1" "B"
"1108" "SMC-SC8" 198601 1.55718 "B2" "B"
"1109" "SMC-SC8" 173581 2.91825 "B1" "B"
"1110" "SMC-SC8" 192991 1.5159 "B2" "B"
"1111" "SMC-SC8" 195849 1.51656 "B2" "B"
"1112" "SMC-SC8" 189798 2.91019 "B1" "B"
"1113" "SMC-SC8" 210032 2.00804 "B2" "B"
"1114" "SMC-SC8" 209989 2.7141 "B1" "B"
"1115" "SMC-SC8" 189776 4.29065 "B1" "B"
"1116" "SMC-SC8" 193001 1.4672 "B2" "B"
"1117" "SMC-SC8" 176830 2.31846 "B2" "B"
"1118" "SMC-SC9" 6787 2.31851 "B2" "B"
"1119" "SMC-SC8" 209987 2.78808 "B1" "B"
"1120" "SMC-SC9" 41798 2.78832 "B1" "B"
"1121" "SMC-SC9" 16962 1.6206 "B2" "B"
"1122" "SMC-SC8" 186699 1.62069 "B2" "B"
"1123" "SMC-SC8" 170177 2.32781 "B1" "B"
"1124" "SMC-SC9" 10071 16.2543 "C1" "C"
"1125" "SMC-SC9" 39079 1.50171 "B2" "B"
"1126" "SMC-SC9" 41879 1.50363 "B2" "B"
"1127" "SMC-SC9" 21183 1.16321 "B2" "B"
"1128" "SMC-SC9" 13331 2.86698 "B1" "B"
"1129" "SMC-SC9" 10086 2.97317 "B1" "B"
"1130" "SMC-SC9" 24426 1.11511 "B2" "B"
"1131" "SMC-SC9" 44848 1.67208 "B1" "B"
"1132" "SMC-SC9" 10082 3.16113 "B2" "B"
"1133" "SMC-SC9" 13347 2.35859 "B1" "B"
"1134" "SMC-SC9" 36064 1.83355 "B1" "B"
"1135" "SMC-SC9" 33015 1.3888 "B2" "B"
"1136" "SMC-SC9" 47487 1.55723 "B2" "B"
"1137" "SMC-SC9" 3429 1.24795 "B2" "B"
"1138" "SMC-SC9" 41741 27.0765 "C1" "C"
"1139" "SMC-SC9" 41777 1.91813 "B2" "B"
"1140" "SMC-SC9" 16926 5.7493 "C1" "C"
"1141" "SMC-SC9" 55793 4.32175 "B2" "B"
"1142" "SMC-SC9" 89402 2.17277 "B1" "B"
"1143" "SMC-SC9" 84179 6.11202 "B2" "B"
"1144" "SMC-SC9" 58841 5.09933 "B1" "B"
"1145" "SMC-SC9" 91903 1.31769 "B2" "B"
"1146" "SMC-SC9" 84225 1.2758 "B2" "B"
"1147" "SMC-SC9" 76164 1.62653 "B2" "B"
"1148" "SMC-SC9" 84165 3.72485 "B2" "B"
"1149" "SMC-SC9" 81599 2.86115 "B1" "B"
"1150" "SMC-SC9" 55830 1.88773 "B2" "B"
"1151" "SMC-SC9" 61715 1.44487 "B2" "B"
"1152" "SMC-SC9" 52948 3.14643 "B1" "B"
"1153" "SMC-SC9" 61716 1.39003 "B2" "B"
"1154" "SMC-SC9" 73199 12.9378 "C1" "C"
"1155" "SMC-SC9" 84196 2.68315 "A2" "A"
"1156" "SMC-SC9" 91844 49.723 "B1" "B"
"1157" "SMC-SC9" 73218 3.34991 "B1" "B"
"1158" "SMC-SC9" 52979 1.75865 "B2" "B"
"1159" "SMC-SC9" 129534 18.1131 "C1" "C"
"1160" "SMC-SC9" 114314 1.57715 "B1" "B"
"1161" "SMC-SC9" 94288 1.71434 "B2" "B"
"1162" "SMC-SC9" 94270 1.38753 "B2" "B"
"1163" "SMC-SC9" 102485 2.22568 "B1" "B"
"1164" "SMC-SC9" 134276 1.52955 "B2" "B"
"1165" "SMC-SC9" 102475 2.80227 "B1" "B"
"1166" "SMC-SC9" 94263 1.6209 "B2" "B"
"1167" "SMC-SC9" 94240 2.15601 "B2" "B"
"1168" "SMC-SC9" 96989 1.32289 "B2" "B"
"1169" "SMC-SC9" 94336 3.32782 "B1" "B"
"1170" "SMC-SC9" 97015 1.45479 "B2" "B"
"1171" "SMC-SC9" 134229 7.4169 "C1" "C"
"1172" "SMC-SC9" 168347 3.3556 "B1" "B"
"1173" "SMC-SC9" 163578 5.09339 "B2" "B"
"1174" "SMC-SC9" 136472 2.69427 "B2" "B"
"1175" "SMC-SC9" 175450 1.60384 "B2" "B"
"1176" "SMC-SC9" 170787 5.04953 "B1" "B"
"1177" "SMC-SC9" 136523 1.77126 "B2" "B"
"1178" "SMC-SC9" 170780 9.087 "C1" "C"
"1179" "SMC-SC9" 146932 6.91151 "B2" "B"
"1180" "SMC-SC9" 144126 3.20611 "B1" "B"
"1181" "SMC-SC9" 149726 2.973 "B1" "B"
"1182" "SMC-SC9" 170824 2.56627 "B1" "B"
"1183" "SMC-SC9" 138915 3.97143 "B1" "B"
"1184" "SMC-SC9" 138908 2.64466 "B2" "B"
"1185" "SMC-SC1" 3050 3.09984 "B3" "B"
"1186" "SMC-SC9" 144129 3.09889 "B3" "B"
"1187" "SMC-SC9" 155855 17.1986 "B1" "B"
"1188" "SMC-SC1" 14708 17.2154 "C1" "C"
"1189" "SMC-SC1" 3043 2.90524 "B2" "B"
"1190" "SMC-SC9" 144123 2.90522 "B2" "B"
"1191" "SMC-SC9" 175366 2.67828 "B2" "B"
"1192" "SMC-SC1" 33952 2.67833 "B2" "B"
"1193" "SMC-SC9" 138937 2.27794 "B2" "B"
"1194" "SMC-SC1" 3056 3.59133 "B2" "B"
"1195" "SMC-SC9" 146940 3.59175 "B2" "B"
"1196" "SMC-SC1" 19 5.0846 "B1" "B"
"1197" "SMC-SC1" 8959 2.46552 "B2" "B"
"1198" "SMC-SC1" 6073 1.54915 "B2" "B"
"1199" "SMC-SC1" 31257 1.73875 "B1" "B"
"1200" "SMC-SC1" 24434 2.84099 "B1" "B"
"1201" "SMC-SC1" 31181 4.27761 "B1" "B"
"1202" "SMC-SC1" 34080 1.66085 "B2" "B"
"1203" "SMC-SC1" 14716 4.68525 "B2" "B"
"1204" "SMC-SC1" 39763 3.39807 "B1" "B"
"1205" "SMC-SC1" 3100 1.78745 "B2" "B"
"1206" "SMC-SC1" 6018 3.69837 "B1" "B"
"1207" "SMC-SC1" 8931 2.9375 "B1" "B"
"1208" "SMC-SC1" 28909 16.6947 "C1" "C"
"1209" "SMC-SC1" 33964 2.56395 "B1" "B"
"1210" "SMC-SC1" 26683 1.87676 "B2" "B"
"1211" "SMC-SC1" 52252 1.52285 "B2" "B"
"1212" "SMC-SC1" 63704 10.3464 "A2" "A"
"1213" "SMC-SC1" 57250 5.319 "B1" "B"
"1214" "SMC-SC1" 65743 2.08877 "B1" "B"
"1215" "SMC-SC1" 44281 4.18851 "B1" "B"
"1216" "SMC-SC1" 61618 1.61376 "B2" "B"
"1217" "SMC-SC1" 41744 1.84743 "B1" "B"
"1218" "SMC-SC1" 47179 1.21124 "B1" "B"
"1219" "SMC-SC1" 74853 29.0954 "C1" "C"
"1220" "SMC-SC1" 68323 4.26994 "B1" "B"
"1221" "SMC-SC1" 57272 2.52425 "B1" "B"
"1222" "SMC-SC1" 52269 2.35633 "B1" "B"
"1223" "SMC-SC1" 49729 2.82543 "B1" "B"
"1224" "SMC-SC1" 63705 6.35851 "C1" "C"
"1225" "SMC-SC1" 41693 1.69318 "B2" "B"
"1226" "SMC-SC1" 63716 3.35208 "B1" "B"
"1227" "SMC-SC1" 63732 2.89299 "B2" "B"
"1228" "SMC-SC1" 94581 3.35455 "B2" "B"
"1229" "SMC-SC1" 83615 1.32096 "B2" "B"
"1230" "SMC-SC1" 98650 2.72258 "B1" "B"
"1231" "SMC-SC1" 78690 1.47799 "B2" "B"
"1232" "SMC-SC1" 96631 5.46211 "A2" "A"
"1233" "SMC-SC1" 85872 6.29654 "C1" "C"
"1234" "SMC-SC1" 81085 3.00843 "B1" "B"
"1235" "SMC-SC1" 110513 1.3109 "B2" "B"
"1236" "SMC-SC1" 108101 3.12498 "B1" "B"
"1237" "SMC-SC1" 85886 2.81537 "B2" "B"
"1238" "SMC-SC1" 108122 3.22932 "B1" "B"
"1239" "SMC-SC1" 108123 2.40357 "B1" "B"
"1240" "SMC-SC1" 100565 4.21319 "B1" "B"
"1241" "SMC-SC1" 85934 1.39823 "B2" "B"
"1242" "SMC-SC1" 96621 3.19789 "B1" "B"
"1243" "SMC-SC1" 83554 2.78695 "B2" "B"
"1244" "SMC-SC1" 104288 3.50452 "B2" "B"
"1245" "SMC-SC1" 81187 1.61173 "B2" "B"
"1246" "SMC-SC1" 134469 2.88409 "B1" "B"
"1247" "SMC-SC1" 128804 1.25878 "B2" "B"
"1248" "SMC-SC1" 112270 14.2374 "C1" "C"
"1249" "SMC-SC1" 126765 4.96757 "B1" "B"
"1250" "SMC-SC1" 114515 1.40053 "B2" "B"
"1251" "SMC-SC1" 126820 1.64219 "B1" "B"
"1252" "SMC-SC1" 122835 1.89877 "B2" "B"
"1253" "SMC-SC1" 124845 1.50712 "B2" "B"
"1254" "SMC-SC1" 19680 1.50181 "B2" "B"
"1255" "SMC-SC1" 122906 1.50178 "B3" "B"
"1256" "SMC-SC1" 5091 1.35186 "B2" "B"
"1257" "SMC-SC1" 13294 7.38993 "A2" "A"
"1258" "SMC-SC1" 1738 1.75604 "B2" "B"
"1259" "SMC-SC1" 30161 1.62951 "B1" "B"
"1260" "SMC-SC1" 5052 1.52672 "B2" "B"
"1261" "SMC-SC1" 3338 2.26162 "B1" "B"
"1262" "SMC-SC1" 1668 2.591 "B2" "B"
"1263" "SMC-SC1" 28080 2.98258 "B1" "B"
"1264" "SMC-SC1" 19632 4.34262 "B1" "B"
"1265" "SMC-SC1" 19667 2.05547 "B1" "B"
"1266" "SMC-SC1" 17551 3.09933 "B1" "B"
"1267" "SMC-SC1" 28075 5.24859 "B1" "B"
"1268" "SMC-SC1" 33815 4.74242 "B1" "B"
"1269" "SMC-SC1" 30145 1.97947 "B2" "B"
"1270" "SMC-SC1" 35255 3.90824 "B1" "B"
"1271" "SMC-SC1" 61530 1.39932 "B1" "B"
"1272" "SMC-SC1" 51011 1.83023 "B2" "B"
"1273" "SMC-SC1" 46557 2.93693 "B1" "B"
"1274" "SMC-SC1" 53249 3.80244 "B1" "B"
"1275" "SMC-SC1" 48814 3.51574 "B1" "B"
"1276" "SMC-SC1" 46555 6.58745 "B1" "B"
"1277" "SMC-SC1" 61526 2.45914 "B1" "B"
"1278" "SMC-SC1" 32111 2.79449 "B1" "B"
"1279" "SMC-SC1" 50956 5.91124 "C1" "C"
"1280" "SMC-SC1" 44539 2.61339 "B1" "B"
"1281" "SMC-SC1" 50944 6.11168 "C1" "C"
"1282" "SMC-SC1" 33889 1.22268 "B2" "B"
"1283" "SMC-SC1" 32136 1.93392 "B1" "B"
"1284" "SMC-SC1" 42325 24.233 "B2" "B"
"1285" "SMC-SC1" 32190 1.17536 "B2" "B"
"1286" "SMC-SC1" 38517 1.27149 "B2" "B"
"1287" "SMC-SC1" 42370 2.61807 "B1" "B"
"1288" "SMC-SC1" 40376 1.65571 "B2" "B"
"1289" "SMC-SC1" 40366 1.9428 "B1" "B"
"1290" "SMC-SC1" 44712 1.21083 "B2" "B"
"1291" "SMC-SC1" 57833 2.3089 "B1" "B"
"1292" "SMC-SC1" 66500 1.63998 "B2" "B"
"1293" "SMC-SC1" 87075 3.20045 "B1" "B"
"1294" "SMC-SC1" 89112 3.07455 "B1" "B"
"1295" "SMC-SC1" 77269 1.53324 "B2" "B"
"1296" "SMC-SC1" 91963 10.1832 "B1" "B"
"1297" "SMC-SC1" 73627 3.22563 "B1" "B"
"1298" "SMC-SC1" 64962 12.5754 "C1" "C"
"1299" "SMC-SC1" 87088 1.86342 "B1" "B"
"1300" "SMC-SC1" 84842 5.45954 "B2" "B"
"1301" "SMC-SC1" 66451 3.78902 "B2" "B"
"1302" "SMC-SC1" 63550 1.86317 "B2" "B"
"1303" "SMC-SC1" 82846 33.6824 "B1" "B"
"1304" "SMC-SC1" 82847 30.0141 "B1" "B"
"1305" "SMC-SC1" 75453 1.56745 "B1" "B"
"1306" "SMC-SC1" 77238 3.04389 "B1" "B"
"1307" "SMC-SC1" 107586 2.44969 "B2" "B"
"1308" "SMC-SC1" 110292 2.87425 "B1" "B"
"1309" "SMC-SC1" 110286 2.77764 "B1" "B"
"1310" "SMC-SC1" 105935 3.71095 "B1" "B"
"1311" "SMC-SC1" 99428 1.83184 "B1" "B"
"1312" "SMC-SC1" 115511 3.00774 "B1" "B"
"1313" "SMC-SC1" 100955 4.02759 "B1" "B"
"1314" "SMC-SC1" 117272 9.15889 "C1" "C"
"1315" "SMC-SC1" 99418 1.3959 "B1" "B"
"1316" "SMC-SC1" 105958 1.28138 "B2" "B"
"1317" "SMC-SC1" 96797 2.77885 "B1" "B"
"1318" "LMC-SC1" 31540 2.88832 "B2" "B"
"1319" "LMC-SC1" 10 4.34973 "B1" "B"
"1320" "LMC-SC1" 35181 3.75013 "B1" "B"
"1321" "LMC-SC1" 38601 3.50951 "A1" "A"
"1322" "LMC-SC1" 45780 3.58788 "B1" "B"
"1323" "LMC-SC1" 12701 5.32959 "A1" "A"
"1324" "LMC-SC1" 106154 2.4741 "B1" "B"
"1325" "LMC-SC1" 92639 3.42862 "B2" "B"
"1326" "LMC-SC1" 81394 5.02656 "B1" "B"
"1327" "LMC-SC1" 56087 13.62635 "C1" "C"
"1328" "LMC-SC1" 62069 2.95859 "B1" "B"
"1329" "LMC-SC1" 125710 3.81213 "B1" "B"
"1330" "LMC-SC1" 145087 3.78858 "B1" "B"
"1331" "LMC-SC1" 158906 4.5802 "B1" "B"
"1332" "LMC-SC1" 161924 4.94406 "B1" "B"
"1333" "LMC-SC1" 118594 10.41318 "C1" "C"
"1334" "LMC-SC1" 129437 3.14851 "B1" "B"
"1335" "LMC-SC1" 148920 20.70509 "B1" "B"
"1336" "LMC-SC1" 193155 2.88446 "B1" "B"
"1337" "LMC-SC1" 204548 12.1874 "C1" "C"
"1338" "LMC-SC1" 214783 2.26298 "B1" "B"
"1339" "LMC-SC1" 196999 2.92668 "B1" "B"
"1340" "LMC-SC1" 167787 14.49096 "C1" "C"
"1341" "LMC-SC1" 214750 3.26546 "B1" "B"
"1342" "LMC-SC1" 185375 10.79456 "C1" "C"
"1343" "LMC-SC1" 208019 2.68752 "B1" "B"
"1344" "LMC-SC1" 185437 3.08076 "B2" "B"
"1345" "LMC-SC1" 11554 4.99399 "B1" "B"
"1346" "LMC-SC1" 181509 4.99509 "B1" "B"
"1347" "LMC-SC1" 54419 2.57481 "B1" "B"
"1348" "LMC-SC1" 50505 10.85126 "C1" "C"
"1349" "LMC-SC1" 50506 3.07326 "B2" "B"
"1350" "LMC-SC1" 57956 6.89372 "C1" "C"
"1351" "LMC-SC1" 15873 3.09048 "B1" "B"
"1352" "LMC-SC1" 3442 2.56084 "B1" "B"
"1353" "LMC-SC1" 84259 17.52233 "C1" "C"
"1354" "LMC-SC1" 100794 10.70792 "B1" "B"
"1355" "LMC-SC1" 117525 12.63728 "C1" "C"
"1356" "LMC-SC1" 88441 21.26254 "C1" "C"
"1357" "LMC-SC1" 96614 12.19526 "C1" "C"
"1358" "LMC-SC1" 109640 22.31242 "C1" "C"
"1359" "LMC-SC1" 170002 25.80555 "C1" "C"
"1360" "LMC-SC1" 174756 7.84219 "C1" "C"
"1361" "LMC-SC1" 178619 9.71192 "C1" "C"
"1362" "LMC-SC1" 189342 7.48374 "A1" "A"
"1363" "LMC-SC1" 156632 5.77768 "B1" "B"
"1364" "LMC-SC1" 156647 8.36401 "C1" "C"
"1365" "LMC-SC1" 160625 17.21144 "C1" "C"
"1366" "LMC-SC1" 182466 15.98098 "C1" "C"
"1367" "LMC-SC1" 156720 3.02722 "B2" "B"
"1368" "LMC-SC1" 216197 3.21159 "B2" "B"
"1369" "LMC-SC1" 216179 3.04003 "B2" "B"
"1370" "LMC-SC1" 244304 3.2758 "B1" "B"
"1371" "LMC-SC1" 211257 3.44944 "B1" "B"
"1372" "LMC-SC1" 46999 7.70723 "C1" "C"
"1373" "LMC-SC1" 35127 4.38057 "B1" "B"
"1374" "LMC-SC1" 7813 3.16829 "B1" "B"
"1375" "LMC-SC1" 60078 2.41563 "B1" "B"
"1376" "LMC-SC1" 37629 3.51006 "B1" "B"
"1377" "LMC-SC1" 57113 2.6352 "B1" "B"
"1378" "LMC-SC1" 42626 3.39255 "B1" "B"
"1379" "LMC-SC1" 93279 7.3956 "C1" "C"
"1380" "LMC-SC1" 134718 4.86568 "B1" "B"
"1381" "LMC-SC1" 69033 4.67615 "B1" "B"
"1382" "LMC-SC1" 125152 5.81349 "B1" "B"
"1383" "LMC-SC1" 74156 21.11477 "C1" "C"
"1384" "LMC-SC1" 111968 8.33337 "C1" "C"
"1385" "LMC-SC1" 106993 3.50896 "B1" "B"
"1386" "LMC-SC1" 173745 12.91746 "C1" "C"
"1387" "LMC-SC1" 116618 2.80844 "B1" "B"
"1388" "LMC-SC1" 151864 3.71113 "B1" "B"
"1389" "LMC-SC1" 194103 8.71306 "C1" "C"
"1390" "LMC-SC1" 173734 12.72593 "C1" "C"
"1391" "LMC-SC1" 178831 17.4574 "C1" "C"
"1392" "LMC-SC1" 247806 4.8126 "B1" "B"
"1393" "LMC-SC1" 247787 12.62336 "C1" "C"
"1394" "LMC-SC1" 202153 4.03285 "B1" "B"
"1395" "LMC-SC1" 228645 31.05378 "B1" "B"
"1396" "LMC-SC1" 267454 14.46339 "C1" "C"
"1397" "LMC-SC1" 247801 3.7448 "B1" "B"
"1398" "LMC-SC1" 261046 4.9073 "B1" "B"
"1399" "LMC-SC1" 228660 4.20424 "B1" "B"
"1400" "LMC-SC1" 261045 5.19039 "B1" "B"
"1401" "LMC-SC1" 257356 4.67023 "B1" "B"
"1402" "LMC-SC1" 210606 4.09846 "B1" "B"
"1403" "LMC-SC1" 37982 4.09891 "B1" "B"
"1404" "LMC-SC1" 32393 18.46834 "C1" "C"
"1405" "LMC-SC1" 118714 3.09884 "B1" "B"
"1406" "LMC-SC1" 162232 30.38915 "B1" "B"
"1407" "LMC-SC1" 130217 2.78894 "B1" "B"
"1408" "LMC-SC1" 130198 3.38118 "B1" "B"
"1409" "LMC-SC1" 156885 2.71017 "B1" "B"
"1410" "LMC-SC1" 250938 8.5589 "C1" "C"
"1411" "LMC-SC1" 217088 4.21163 "A1" "A"
"1412" "LMC-SC1" 250872 18.65508 "B2" "B"
"1413" "LMC-SC1" 227948 13.87551 "C1" "C"
"1414" "LMC-SC1" 206018 3.58675 "B1" "B"
"1415" "LMC-SC1" 257269 7.01083 "C1" "C"
"1416" "LMC-SC1" 244566 4.36871 "B1" "B"
"1417" "LMC-SC1" 217136 3.03768 "B1" "B"
"1418" "LMC-SC1" 257240 11.86131 "C1" "C"
"1419" "LMC-SC1" 290549 3.77929 "B2" "B"
"1420" "LMC-SC1" 331546 11.90536 "C1" "C"
